id_programa;ano_exercicio;cd_programa;nome
10984;2015;198;"REDE DE CAPACITACAO E PROMOCAO DA CULTURA DA PAZ NAS ESCOLAS"
10985;2014;228;"PESQUISA, DESENVOLVIMENTO E INOVACAO"
10986;2016;23;"MELHORIA DA QUALIDADE DOS SERVICOS PUBLICOS ESTADUAIS"
10987;2013;142;"PROGRAMA DOS DIREITOS DO CIDADAO"
10988;2013;178;"FORTALECIMENTO E DIVULGACAO DOS DIREITOS DOS CONSUMIDORES"
10989;2015;178;"FORTALECIMENTO E DIVULGACAO DOS DIREITOS DOS CONSUMIDORES"
10990;2015;276;"MORAR EM MINAS"
10991;2013;765;"APOIO HABITACIONAL"
10992;2014;205;"REGULACAO E FISCALIZACAO DA PRESTACAO DOS SERVICOS DE ABASTECIMENTO DE AGUA E ESGOTAMENTO SANITARIO DE MINAS GERAIS"
10993;2016;102;"DEFESA SANITARIA"
10994;2014;208;"CERTIFICA MINAS"
10995;2013;258;"REGULARIZACAO FUNDIARIA"
10996;2013;245;"REGISTRO PUBLICO DE EMPRESAS MERCANTIS E ATIVIDADES AFINS"
10997;2016;8;"PRESTACAO DE SERVICOS PREVIDENCIARIOS"
10998;2015;181;"GERENCIAMENTO DE ESTADIOS E PROMOCAO DE EVENTOS ESPORTIVOS, RELIGIOSOS E SOCIO-CULTURAIS"
10999;2016;189;"INCENTIVO AO ESPORTE"
11000;2014;192;"VERIFICACAO E FISCALIZACAO METROLOGICA E DA QUALIDADE"
11001;2014;101;"ARRANJOS PRODUTIVOS, POLOS DE EXCELENCIA E POLOS DE INOVACAO"
11002;2013;127;"DESENVOLVIMENTO TECNOLOGICO DO PARQUE INDUSTRIAL MINEIRO"
11003;2013;259;"PROGRAMA DE APOIO A INDUCAO E A INOVACAO CIENTIFICA E TECNOLOGICA PARA O DESENVOLVIMENTO DO ESTADO DE MINAS GERAIS"
11004;2000;622;"IMPLANTACAO E MELHORIA DE SISTEMAS DE AGUA E ESGOTO"
11005;2001;622;"IMPLANTACAO E MELHORIA DE SISTEMAS DE AGUA E ESGOTO"
11006;1995;64;"SERVICOS FINANCEIROS"
11007;1995;7;"ADMINISTRACAO"
11008;2000;212;"APORTE DE CAPITAL"
11009;1995;16;"ABASTECIMENTO"
11010;1998;16;"ABASTECIMENTO"
11011;1999;76;"SANEAMENTO"
11012;1997;22;"TELECOMUNICACOES"
11013;1999;41;"EDUCACAO DA CRIANCA DE 0 A 6 ANOS"
11014;1999;45;"ENSINO SUPLETIVO"
11015;2001;477;"PROMOCAO E DEFESA DOS DIREITOS HUMANOS"
11016;2001;475;"CUSTODIA E ASSISTENCIA AO INDIVIDUO PRIVADO DE LIBERDADE"
11017;2001;777;"OBRIGACOES ESPECIAIS"
11018;2001;647;"PROTECAO A FLORA E A FAUNA"
11019;2001;601;"PLANEJAMENTO,COORD.E ACOMPANHAMENTO DE PROJETOS HABITACIONAIS URBANOS"
11020;1998;13;"ORGANIZACAO AGRARIA"
11021;1998;52;"PETROLEO"
11022;2001;545;"PROMOCAO, PRODUCAO E DIFUSAO CULTURAL"
9996;2014;277;"PLANEJAMENTO E INFRAESTRUTURA URBANA EM MINAS GERAIS"
9997;2013;277;"PLANEJAMENTO E INFRAESTRUTURA URBANA EM MINAS GERAIS"
9998;2014;278;"ASSOCIATIVISMO MUNICIPAL: FORTALECENDO A REDE DE CIDADES"
9999;2014;736;"PROGRAMA DE APOIO HABITACIONAL AOS MILITARES"
10000;2016;765;"APOIO HABITACIONAL"
10001;2014;50;"DESENVOLVIMENTO SOCIAL DOS VALES DO JEQUITINHONHA E MUCURI E NORTE DE MINAS"
10002;2016;53;"ALEM DA PORTEIRA"
10003;2013;208;"CERTIFICA MINAS"
10004;2015;258;"REGULARIZACAO FUNDIARIA"
10005;2013;195;"CONSOLIDACAO DAS CADEIAS PRODUTIVAS - MINAS DO PRINCIPIO AO FIM"
10006;2014;284;"FOMENTO AO CRESCIMENTO DAS MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE DE MINAS GERAIS"
10007;2015;284;"FOMENTO AO CRESCIMENTO DAS MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE DE MINAS GERAIS"
10008;2013;157;"FOMENTO AO ARTESANATO DE MINAS GERAIS"
10009;2013;180;"OPERACIONALIZACAO DE JOGOS"
10010;2014;180;"OPERACIONALIZACAO DE JOGOS"
10011;2015;211;"GESTAO DA POLITICA DO IDOSO"
10012;2016;91;"QUALIFICA SUAS"
10013;2016;114;"OFERTA DE PROTECAO SOCIOASSISTENCIAL"
10014;2013;181;"GERENCIAMENTO DE ESTADIOS E PROMOCAO DE EVENTOS ESPORTIVOS, RELIGIOSOS E SOCIO-CULTURAIS"
10015;2013;197;"ORDENAMENTO TERRITORIAL DE MINAS GERAIS"
10016;2016;117;"PESQUISA, DESENVOLVIMENTO E INOVACAO"
10017;2014;190;"SERVICOS TECNOLOGICOS"
10018;1998;7;"ADMINISTRACAO"
10019;2000;509;"DESENVOLVIMENTO DE RECURSOS HUMANOS"
10020;2000;777;"OBRIGACOES ESPECIAIS"
10021;1999;64;"SERVICOS FINANCEIROS"
10022;2001;50;"IMPLEMENTACAO DO PLANO SETORIAL DE INFORMATIZACAO"
10023;1995;4;"PROCESSO JUDICIARIO"
10024;2000;722;"ABASTECIMENTO AGRICOLA"
10025;2001;722;"ABASTECIMENTO AGRICOLA"
10026;2001;134;"ESCOLA JUDICIAL"
10027;1999;81;"ASSISTENCIA"
10028;1995;57;"HABITACAO"
10029;1997;43;"ENSINO MEDIO"
10030;1999;42;"ENSINO FUNDAMENTAL"
10031;2000;505;"UNIVERSALIZACAO DA EDUCACAO INFANTIL"
10032;2000;502;"UNIVERSALIZACAO DO ENSINO FUNDAMENTAL"
10033;2001;603;"APOIO HABITACIONAL"
10034;1999;52;"PETROLEO"
10035;1998;41;"EDUCACAO DA CRIANCA DE 0 A 6 ANOS"
10036;1998;46;"EDUCACAO FISICA E DESPORTOS"
10037;1998;45;"ENSINO SUPLETIVO"
10038;1998;43;"ENSINO MEDIO"
10039;2001;447;"QUALIFICACAO PROFISSIONAL DO ADOLESCENTE"
10040;1997;51;"ENERGIA ELETRICA"
10041;1995;18;"PROMOCAO E EXTENSAO RURAL"
10042;1999;62;"INDUSTRIA"
10043;2000;663;"NORMALIZACAO E QUALIDADE DA ATIVIDADE EMPRESARIAL"
10044;1996;9;"PLANEJAMENTO GOVERNAMENTAL"
10045;2001;838;"ESGOTAMENTO SANITARIO"
10046;2000;803;"GERACAO DE ENERGIA"
10047;1998;75;"SAUDE"
10048;1999;58;"URBANISMO"
10049;2001;507;"ATENDIMENTO A EDUCACAO ESPECIAL"
10050;2001;744;"FORMACAO PEDAGOGICA PARA DOCENTES"
10051;2000;811;"INFORMACOES MINERAIS"
10052;2001;809;"MINERACAO, ENERGIA E DESENVOLVIMENTO SUSTENTAVEL"
10053;2001;835;"RESTAURACAO DE RODOVIAS"
10054;1997;65;"TURISMO"
10055;1999;1;"PROCESSO LEGISLATIVO"
10056;2001;367;"ATENCAO A SAUDE DO SEGURADO"
10057;2001;767;"EXPLORACAO DE LOTERIAS"
10058;2000;721;"PRODUCAO E DISPONIBILIZACAO DE INFORMACOES AGROPECUARIAS"
10059;2000;665;"PESQUISAS E SERVICOS TECNOLOGICOS"
10060;2000;218;"PROMOCAO DO DESENVOLVIMENTO MUNICIPAL"
10061;2001;781;"DIVULGACAO OFICIAL"
10062;2001;840;"GERENCIAMENTO TECNICO DE OBRAS"
10063;1997;77;"PROTECAO AO MEIO-AMBIENTE"
10064;2001;206;"SISTEMA CENTRAL DE ADMINISTRACAO FINANCEIRA"
10065;1999;15;"PRODUCAO ANIMAL"
10066;2000;402;"PRODUCAO DE SERVICOS LABORATORIAIS"
10067;2001;845;"TRANSPORTE METROPOLITANO"
10068;2001;807;"REGULACAO E FISCALIZACAO ENERGETICA"
10069;2001;810;"DESENVOLVIMENTO MINERAL"
10070;2001;514;"CAPACITACAO PROFISSIONAL"
10071;2000;233;"PROGRAMA DE DESENVOLVIMENTO REGIONALIZADO"
10072;2000;771;"DESENVOLVIMENTO DE NEGOCIOS"
10073;2000;102;"FISCALIZACAO DE RECURSOS PUBLICOS"
10074;2001;644;"CONTROLE E PROTECAO DA QUALIDADE AMBIENTAL"
10075;2001;747;"PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL"
10076;2001;713;"APOIO AS ATIVIDADES DIRETAMENTE PRODUTIVAS"
10077;2001;766;"PROMOCAO DO TURISMO"
10078;2001;135;"CORREICAO E ORIENTACAO"
10079;2001;716;"PROGRAMA ESTADUAL DE REFORMA AGRARIA"
10080;2001;303;"SERVICOS TECNICOS DE SEGURANCA"
10081;2001;711;"FISCALIZACAO DO COMERCIO E DO USO DE AGROTOXICOS"
10082;2000;409;"PROG.DE ASSISTENCIA HEMOTERAPICA E HEMATOLOGICA"
10083;1996;43;"ENSINO MEDIO"
10084;1996;45;"ENSINO SUPLETIVO"
10085;1996;82;"PREVIDENCIA"
10086;2007;329;"ADMINISTRACAO DE ESTADIOS"
10087;1995;0;"SEM DESCRICAO"
10088;1996;0;"SEM DESCRICAO"
10089;1997;0;"SEM DESCRICAO"
10090;2002;603;"APOIO HABITACIONAL"
10091;2002;443;"PROMOCAO DA SAUDE E SEGURANCA DO TRABALHADOR"
10092;2002;444;"INTERMEDIACAO DE EMPREGOS"
10093;2000;132;"JULGAMENTO ADMINISTRATIVO DE DIREITOS RECLAMADOS"
10094;2001;226;"FORTALECIMENTO DA INFRA-ESTRUTURA HIDRICA DO NORTE E V.JEQUITINHONHA"
10095;1995;99;"RESERVA DE CONTINGENCIA"
10096;1999;99;"RESERVA DE CONTINGENCIA"
10097;2002;548;"RADIODIFUSAO"
10098;2003;10;"ADMINISTRACAO PUBLICA ESTADUAL"
10099;2003;217;"TREINAMENTO DE RECURSOS HUMANOS"
10100;2003;208;"SISTEMA DE TRIBUTACAO E ADMINISTRACAO TRIBUTARIA"
10101;2002;304;"CONTROLE E SEGURANCA DE TRÂNSITO"
10102;2002;410;"GERENCIAMENTO DA REDE HOSPITALAR E AMBULATORIAL"
10103;1997;2;"FISCALIZACAO FINANCEIRA E ORCAMENTARIA EXTERNA"
10104;2002;207;"SISTEMA CENTRAL DE CONTROLE OPERACIONAL"
10105;2002;333;"ASSISTENCIA SOCIAL A PESSOA PORTADORA DE DEFICIENCIA"
10106;2002;651;"PROGRAMA PRO-FLORESTA"
10107;2002;226;"FORTALECIMENTO DA INFRA-ESTRUTURA HIDRICA DO NORTE E VALE DO JEQUITINHONHA"
10108;2003;401;"PROMOCAO E EXECUCAO DAS ACOES DE SAUDE COLETIVA"
10109;2002;502;"UNIVERSALIZACAO DO ENSINO FUNDAMENTAL"
10110;2002;545;"PROMOCAO, PRODUCAO E DIFUSAO CULTURAL"
10111;2002;480;"OUVIDORIA DA POLICIA"
10112;2003;871;"IMPLEMENTACAO DA POLITICA DE DESPORTO E LAZER"
10113;2002;703;"GERACAO DE CONHECIMENTO E TECNOLOGIA AGROPECUARIA"
10114;2002;715;"PROGRAMA DE DESENVOLVIMENTO REGIONAL DO JAIBA"
10115;2002;768;"PROGRAMA DE ACAO PARA O DESENVOLVIMENTO DO TURISMO NAS REGIOES NORTE E NORDESTE DE MINAS GERAIS - PR"
10116;2003;336;"ASSISTENCIA SOCIAL AO IDOSO"
10117;2003;441;"COORD.DA POLITICA DE APOIO AO PORTADOR DE DEFICIENCIA"
10118;2002;234;"PROGRAMA PILOTO DE APOIO A REFORMA AGRARIA - PARATERRA"
10119;2004;358;"PREVENCAO SOCIAL DA CRIMINALIDADE"
10120;2004;330;"BENEFICIOS ASSISTENCIAIS"
10121;2003;643;"APOIO AO SANEAMENTO AMBIENTAL"
10122;2003;647;"PROTECAO A FLORA E A FAUNA"
10123;2004;134;"GESTAO AMBIENTAL MG SECULO XXI"
10124;2003;664;"INFORMACOES TECNOLOGICAS"
10125;2003;663;"NORMALIZACAO E QUALIDADE DA ATIVIDADE EMPRESARIAL"
10126;2003;713;"APOIO AS ATIVIDADES DIRETAMENTE PRODUTIVAS"
10127;2003;546;"FORMACAO DE RECURSOS HUMANOS PARA A AREA CULTURAL"
10128;2003;476;"FORMACAO PARA O EXERCICIO DA CIDADANIA"
10129;2004;15;"ESTUDOS E PESQUISAS LEGISLATIVOS"
10130;2003;0;"SEM DESCRICAO"
10131;2003;362;"PREVIDENCIA SOCIAL A SEGURADOS"
10132;2003;716;"PROGRAMA ESTADUAL DE REFORMA AGRARIA"
10133;2003;783;"PROMOCAO DA RADIODIFUSAO"
10134;2003;784;"ADEQUACAO DO SISTEMA DE RADIODIFUSAO"
10135;2003;712;"DESENVOLVIMENTO DA AGRICULTURA IRRIGADA"
10136;2005;14;"EDIFICACOES PUBLICAS"
10137;2004;183;"ADMINISTRACAO DE PALACIOS"
10138;2004;196;"REPRESENTACAO E DEFESA DOS INTERESSES DO ESTADO DE MINAS GERAIS EM BRASILIA"
10139;2004;242;"VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL EM SAUDE"
10140;2004;352;"GESTAO ESTRATEGICA DE SUPRIMENTOS"
10141;2004;520;"SAUDE EM CASA"
10142;2004;216;"PROMOCAO E DIVULGACAO"
10143;2004;614;"ACOES EMERGENCIAIS DE SANEAMENTO"
10144;2004;143;"PRESERVACAO DE BENS CULTURAIS"
10145;2004;116;"MELHORIA DO ENSINO FUNDAMENTAL"
10146;2005;79;"GERENCIAMENTO DE OBRAS DE INFRA-ESTRUTURA"
10147;2004;569;"DESENVOLVIMENTO DO ARTESANATO EM MINAS GERAIS"
10148;2005;610;"CONSTRUCAO E REPAROS DE UNIDADES PREDIAIS - TRIBUNAL DE ALCADA"
10149;2005;390;"ASSISTENCIA JURIDICA"
10150;2007;313;"REDUCAO DA CRIMINALIDADE EM MINAS GERAIS"
10151;2004;123;"PROGRAMA DE MANUTENCAO DA REDE RODOVIARIA"
10152;1996;16;"ABASTECIMENTO"
10153;2007;412;"GERACAO DE CONHECIMENTOS CIENTIFICOS E BIOTECNOLOGICOS"
10154;2007;255;"POLITICA DE TRABALHO, EMPREGO E RENDA"
10155;2008;702;"OBRIGACOES ESPECIAIS"
10156;2008;130;"DESENVOLVIMENTO DE PESQUISA CIENTIFICA"
10157;1996;62;"INDUSTRIA"
10158;2005;346;"GERENCIAMENTO DOS RECURSOS FINANCEIROS DO ESTADO, DOS GASTOS PUBLICOS E DA DIVIDA ESTADUAL"
10159;2005;605;"CONTROLE INTERNO"
10160;2005;91;"CIDADAO NOTA DEZ"
10161;2005;639;"CIDADAO.NET"
10162;2007;152;"CRESCER PARA A VIDA E PARA O TRABALHO."
10163;2008;20;"EXPANSAO E MODERNIZACAO DO SISTEMA PRISIONAL"
10164;2005;186;"CONSERVACAO DA BIODIVERSIDADE E DESENVOLVIMENTO FLORESTAL"
10165;2005;397;"PAVIMENTACAO DE LIGACOES E ACESSOS RODOVIARIOS AOS MUNICIPIOS"
10166;2008;148;"PROGRAMA DE DESENVOLVIMENTO TURISTICO DO NORDESTE - FASE DOIS - PRODETUR/NE-II"
10167;2008;39;"PROMOCAO DE INVESTIMENTOS E INSERCAO REGIONAL (INCLUSIVE AGRONEGOCIO)"
10168;2005;231;"POLICIA OSTENSIVA"
10169;2005;336;"POTENCIALIZACAO DO AGRONEGOCIO MINEIRO"
10170;2006;660;"GESTAO E DISSEMINACAO DA INFORMACAO CULTURAL"
10171;2006;231;"POLICIA OSTENSIVA"
10172;2008;746;"FISCALIZACAO DA EXECUCAO DOS RECURSOS PUBLICOS"
10173;2005;290;"IRRIGAR MINAS"
10174;2005;32;"CAIO MARTINS PRO-CRIANCAS E ADOLESCENTES"
10175;2005;181;"ATENDIMENTO A EDUCACAO ESPECIAL"
10176;2005;243;"DESENVOLVIMENTO DO ENSINO FUNDAMENTAL E MEDIO - COLEGIO TIRADENTES"
10177;2005;534;"APOIO E INCENTIVO A MINERACAO E A INDUSTRIA DE TRANSFORMACAO MINERAL DE MICRO E MEDIO PORTE"
10178;2005;182;"EXPLORACAO DE JOGOS DE LOTERIA NO ESTADO DE MINAS GERAIS"
10179;2006;352;"GESTAO ESTRATEGICA DE SUPRIMENTOS"
10180;2006;371;"GESTAO DE RECURSOS HUMANOS"
10181;2006;531;"ASSISTENCIA FARMACEUTICA."
10182;2006;62;"ADEQUACAO DA INFRA-ESTRUTURA FISICA DA HEMORREDE E CETEBIO EM MG"
10183;2005;632;"PROGRAMA DE APOIO A PESQUISA EM EMPRESAS - PAPPE"
10184;2008;141;"POLICIA OSTENSIVA"
10185;2008;741;"ACOES DE DEFESA CIVIL NOS MUNICIPIOS MINEIROS"
10186;2007;509;"REGIONALIZACAO DA ASSISTENCIA A SAUDE."
10187;2006;273;"INFRA-ESTRUTURA RURAL"
10188;2005;277;"ASSISTENCIA E PROTECAO AS VITIMAS E FAMILIARES DE CRIMES VIOLENTOS."
10189;2005;389;"PROGRAMA ESTADUAL ANTIDROGAS"
10190;2006;664;"INFRA-ESTRUTURA CULTURAL"
10191;2006;662;"FOMENTO A PRODUCAO CULTURAL"
10192;2008;9;"CIRCUITOS CULTURAIS DE MINAS GERAIS"
10193;2008;121;"FORMACAO E CAPACITACAO CULTURAL E ARTISTICA"
10194;2008;10;"CONSERVACAO DO CERRADO E RECUPERACAO DA MATA ATLANTICA"
10195;2002;479;"PREVENCAO AO USO DE ENTORPECENTES"
10196;2006;312;"REFORMA E PROFISSIONALIZACAO DO SISTEMA PRISIONAL"
10197;2006;536;"PROGRAMA DE INFORMACAO TECNOLOGICA"
10198;2006;351;"PROGRAMA DE REVITALIZACAO E FOMENTO DA AGRICULTURA, PECUARIA E ABASTECIMENTO DE MINAS GERAIS"
10199;2005;579;"PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL"
10200;2006;181;"ATENDIMENTO A EDUCACAO ESPECIAL"
10201;2006;138;"ENSINO PROFISSIONAL"
10202;2008;3;"ARRANJOS PRODUTIVOS EM BIOTECNOLOGIA, BIOCOMBUSTIVEIS, ELETROELETRONICOS E SOFTWARES"
10203;2007;235;"CONSTRUCAO, AMPLIACAO E REFORMA DE UNIDADES PREDIAIS DA POLICIA CIVIL"
10204;2006;336;"POTENCIALIZACAO DO AGRONEGOCIO MINEIRO"
10205;2006;658;"ENERGIA NA IRRIGACAO"
10206;2006;212;"TURISMO EM MINAS"
10207;2006;615;"PROGRAMA DE MOBILIZACAO DE COMUNIDADES"
10208;2008;48;"SANEAMENTO BASICO: MAIS SAUDE PARA TODOS"
10209;2007;352;"GESTAO ESTRATEGICA DE SUPRIMENTOS"
10210;2008;167;"MINAS ALEM-FRONTEIRAS"
10211;2007;257;"AMPLIACAO E ADEQUACAO DE INSTALACOES FISICAS"
10212;2002;723;"PROGRAMA DE DESENVOLVIMENTO REGIONAL JAIBA/MORRO SOLTO - JAIBA II"
10213;2002;709;"CERTIFICACAO, PADRONIZACAO E CLASSIFICACAO DE PRODUTOS AGRICOLAS"
10214;2006;533;"DIFUSAO TECNICA DO SETOR MINERAL"
10215;2006;567;"MINAS, CAPITAL DO CONHECIMENTO"
10216;2006;121;"COMERCIALIZACAO DE JORNAL E SERVICOS GRAFICOS EM GERAL."
10217;2007;123;"PROGRAMA DE MANUTENCAO DA REDE RODOVIARIA"
10218;2008;138;"GERENCIAMENTO E DISSEMINACAO DA INFORMACAO CULTURAL"
10219;2006;538;"EXPORTA MINAS"
10220;2006;207;"CIRCUITOS TURISTICOS"
10221;2008;244;"ENSINO TECNICO PARA O AGRONEGOCIO"
10222;2007;536;"PROGRAMA DE INFORMACAO TECNOLOGICA"
10223;2002;808;"DIVERSIFICACAO DA MATRIZ ENERGETICA ESTADUAL"
10224;2007;183;"ADMINISTRACAO DE PALACIOS"
10225;2007;187;"COORDENACAO E ASSESSORAMENTO SUPERIOR"
10226;2008;731;"REPRESENTACAO E DEFESA DOS INTERESSES DO ESTADO DE MINAS GERAIS NOS ESCRITORIOS REGIONAIS"
10227;2007;113;"EDICAO E CONFECCAO GRAFICA"
10228;2006;395;"SUPERVISAO E CONTROLE DO ENSINO SUPERIOR"
10229;2007;139;"ENSINO SUPERIOR"
10230;2007;180;"ATENDIMENTO A EDUCACAO DE JOVENS E ADULTOS"
10231;2005;559;"PROTECAO E PRESERVACAO DO PATRIMONIO CULTURAL"
10232;2008;213;"MODERNIZACAO DA GESTAO E DO PLANEJAMENTO"
10233;2002;343;"ASSISTENCIA SOCIAL COMUNITARIA"
10234;2004;577;"CONSOLIDACAO DAS CADEIAS PRODUTIVAS - MINAS DO PRINCIPIO AO FIM"
10235;2008;722;"EDUCACAO EM SAUDE"
10236;2008;54;"VIVA VIDA"
10237;2006;15;"ESTUDOS E PESQUISAS LEGISLATIVOS"
10238;2003;215;"ESTUDOS ADMINISTRATIVOS E CONSULTORIA ORGANIZACIONAL"
10239;2008;225;"OPERACAO DE VIAS"
10240;2008;232;"ESCOLA FAMILIA AGRICOLA"
10241;2008;197;"ORDENAMENTO TERRITORIAL DE MINAS GERAIS"
10242;2005;517;"DEFESA SANITARIA"
10243;2003;843;"VIAS URBANAS"
10244;2003;832;"CONTROLE E SEGURANCA DO TRAFEGO RODOVIARIO"
10245;2008;211;"INDUCAO AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO"
10246;2006;254;"PRODUCAO, SISTEMATIZACAO E DISSEMINACAO DE DADOS ESTATISTICOS"
10247;2003;333;"ASSISTENCIA SOCIAL A PESSOA PORTADORA DE DEFICIENCIA"
10248;2004;621;"MODERNIZACAO DO SISTEMA DE CONTROLE EXTERNO DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
10249;2005;177;"ATENDIMENTO AO ENSINO PROFISSIONAL"
10250;2006;334;"RESERVA DE BENEFICIOS"
10251;2003;412;"ATENDIMENTO HOSPITALAR E AMBULATORIAL GERAL"
10252;2006;18;"APOIO HABITACIONAL"
10253;2006;607;"CORREICAO ADMINISTRATIVA"
10254;2006;529;"PROGRAMA DE CONCESSAO DE RODOVIAS"
10255;2005;111;"FORMACAO DE RECURSOS HUMANOS PARA AREA CULTURAL"
10256;2003;501;"PROGRAMA DE ALIMENTACAO ESCOLAR"
10257;2004;529;"PROGRAMA DE CONCESSAO DE RODOVIAS"
10258;2005;574;"FORMACAO DOS ARRANJOS PRODUTIVOS - MINAS AGREGA VALOR"
10259;2008;219;"RECOLHIMENTO E GUARDA DE DETENTOS DO ESTADO"
10260;2003;651;"PROGRAMA PRO-FLORESTA"
10261;2007;11;"PROCESSO LEGISLATIVO"
10262;2005;289;"PROGRAMA DE ORDENACAO TECNICA ESTRUTURAL DOS MUNICIPIOS"
10263;2008;109;"PROTECAO DA BIODIVERSIDADE E UNIDADES DE CONSERVACAO"
10264;2002;840;"GERENCIAMENTO TECNICO DE OBRAS"
10265;2002;781;"DIVULGACAO OFICIAL"
10266;2002;471;"CUSTODIA E ASSISTENCIA A DETENTOS"
10267;2006;678;"POS-GRADUACAO LATO-SENSU"
10268;2006;632;"PROGRAMA DE APOIO A PESQUISA EM EMPRESAS - PAPPE"
10269;2006;263;"ENSINO TECNICO PARA O AGRONEGOCIO"
10270;2005;330;"BENEFICIOS ASSISTENCIAIS"
10271;2007;325;"REPRESENTACAO EXTRAJUDICIAL DO ESTADO E JULGAMENTOS ADMINISTRATIVOS"
10272;2005;360;"FHIDRO"
10273;2008;154;"MINAS JOVEM PROTAGONISTA"
10274;2005;122;"PROGRAMA DE MANUTENCAO DA REDE RODOVIARIA ESTADUAL"
10275;2005;520;"SAUDE EM CASA"
10276;2006;135;"DESENVOLVIMENTO DA PESQUISA CIENTIFICA"
10277;2009;709;"COMUNICACAO SOCIAL"
10278;2009;13;"DESCOMPLICAR - MELHORIA DO AMBIENTE DE NEGOCIOS"
10279;2009;124;"PRODUCAO E DIFUSAO CULTURAL"
10280;2009;101;"DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO"
10281;2008;26;"MINAS AVANCA"
10282;2009;148;"PROGRAMA DE DESENVOLVIMENTO TURISTICO DO NORDESTE - FASE DOIS - PRODETUR/NE-II"
10283;2009;115;"ENSINO SUPERIOR - INSTITUTO SUPERIOR DE EDUCACAO ANISIO TEIXEIRA"
10284;2009;236;"ATENDIMENTO A EDUCACAO DE JOVENS E ADULTOS"
10285;2009;162;"DESENVOLVIMENTO DAS POLITICAS DE DIREITOS HUMANOS"
10286;2010;219;"RECOLHIMENTO E GUARDA DE DETENTOS DO ESTADO"
10287;2006;679;"OPERACAO E MANUTENCAO DO SISTEMA DE GERACAO E TRANSMISSAO DE TELEVISAO"
10288;2010;34;"PREVENCAO SOCIAL DA CRIMINALIDADE"
10289;2010;56;"POTENCIALIZACAO DA INFRA-ESTRUTURA LOGISTICA DA FRONTEIRA AGROINDUSTRIAL"
10290;2010;9;"CIRCUITOS CULTURAIS DE MINAS GERAIS"
10291;2010;172;"ASSISTENCIA AO MILITAR"
10292;2009;21;"GESTAO INTEGRADA DE ACOES E INFORMACOES DE DEFESA SOCIAL"
10293;2009;108;"DESENVOLVIMENTO E FOMENTO DO TURISMO"
10294;2009;145;"PROGRAMA DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS - MINAS COMUNICA"
10295;2009;161;"PROGRAMA DE GESTAO DO AGRONEGOCIO"
10296;2009;2;"AMPLIACAO DA PROFISSIONALIZACAO DE GESTORES PUBLICOS"
10297;2009;163;"PROGRAMA MINAS MAIS SEGURO"
10298;2009;181;"GERENCIAMENTO DE ESTADIOS E PROMOCAO DE EVENTOS ESPORTIVOS, RELIGIOSOS E SOCIO-CULTURAIS"
10299;2008;260;"ENERGIA ELETRICA PARA O NOROESTE MINEIRO"
10300;2009;716;"DIFUSAO TECNICA DO SETOR MINEROMETALURGICO"
10301;2009;41;"QUALIDADE E PRODUTIVIDADE DO GASTO SETORIAL"
10302;2009;260;"ENERGIA ELETRICA PARA O NOROESTE MINEIRO"
10303;2009;142;"PROGRAMA DOS DIREITOS DO CIDADAO"
10304;2009;199;"INCENTIVO A INOVACAO TECNOLOGICA"
10305;2009;139;"PROGRAMA DE APOIO A AMPLIACAO E A MELHORIA DOS SISTEMAS PRISIONAL E SOCIOEDUCATIVO"
10306;2009;730;"ESTUDOS E PESQUISAS LEGISLATIVOS"
10307;2008;208;"PESQUISAS EM SAUDE PUBLICA"
10308;2009;23;"IMPLANTACAO DO SUAS"
10309;2009;179;"CIDADAO NOTA DEZ"
10310;2010;206;"DESENVOLVIMENTO DE EDUCACAO NA SAUDE"
10311;2010;50;"CERTIFICA MINAS"
10312;2011;3;"ARRANJOS PRODUTIVOS EM BIOTECNOLOGIA, BIOCOMBUSTIVEIS, ELETROELETRONICOS E SOFTWARES"
10313;2011;124;"PRODUCAO E DIFUSAO CULTURAL"
10314;2011;206;"DESENVOLVIMENTO DE EDUCACAO NA SAUDE"
10315;2010;22;"GOVERNO ELETRONICO"
10316;2011;139;"PROGRAMA DE APOIO A AMPLIACAO E A MELHORIA DOS SISTEMAS PRISIONAL E SOCIOEDUCATIVO"
10317;2011;705;"ASSISTENCIA SOCIAL E COMPLEMENTAR AO SEGURADO"
10318;2011;244;"ENSINO TECNICO PARA O AGRONEGOCIO"
10319;2011;28;"MINAS SEM FOME"
10320;2011;132;"O ESTADO PARA OS CIDADAOS"
10321;2011;133;"OBRAS PREDIAIS NA REDE FHEMIG"
10322;2010;26;"MINAS AVANCA"
10323;2010;1;"ACELERACAO DA APRENDIZAGEM NA REGIAO DO NORTE DE MINAS, JEQUITINHONHA, MUCURI E RIO DOCE"
10324;2011;733;"PROGRAMA DE APOIO AO DESENVOLVIMENTO MUNICIPAL - PADEM"
10325;2011;134;"RESIDENCIA MEDICA FHEMIG"
