id_material_servico;cd_material_servico;nome
3688;78100461;"BLOCO DE PARTIDA PARA COMPETICAO -"
3689;66350417;"DISPERSOR PARA ANALISE DE SOLOS -"
3690;65171691;"ACESSORIO PARA APLICACAO DE INSULINA -"
3691;38073587;"ROTULA PARA EQUIPAMENTOS DE ESTRADAS -"
3692;68109814;"SORBATO DE POTASSIO"
3693;68109849;"FOSFATO DE SODIO TRIBASICO DODECAHIDRATADO -"
3694;66350590;"APARELHO CASAGRANDE -"
3695;68200366;"CORANTE AZUL DE CRESIL BRILHANTE -"
3696;65230710;"ACALCADOR DE BANDAS USO ORTODONTICO"
3697;16800753;"OBTURADOR P/ PAINEL DE INSTRUMENTOS DE HELICOPTERO"
3698;16150384;"ANTENA DE VOR PARA HELICOPTERO -"
3699;65158156;"FORRACAO DE ORTESE"
3700;16800656;"ROTULA PARA HELICOPTERO -"
3701;16400135;"DISCO DE ACOPLAMENTO DA TESOURA GIRATORIA -"
3702;68104480;"HIDROXIDO DE AMONIO -"
3703;15600416;"CALCO PARA ESTABILIZADOR HORIZONTAL DE HELICOPTERO"
3704;81350171;"BOLSA DE POLIETILENO, ESTERIL -"
3705;25351044;"RESERVATORIO AGUA LIMPADOR PARA-BRISA VEICULAR -"
3706;66600057;"ANEMOMETRO -"
3707;65181425;"CONJ.FIBRA OTICA P/MONITORIZACAO INTRA-CRANIANA -"
3708;68109750;"KIT PARA EXTRACAO DE DNA -"
3709;66400651;"COLETOR DE AMOSTRAS USO LABORATORIO -"
3710;75300540;"FICHARIO ESCOLAR -"
3711;68107684;"PADRAO PARA PROTEINA -"
3712;68100949;"SISTEMA ANALITICO AUTOMATIZADO -"
3713;66410967;"REPIPETADOR -"
3714;59200030;"PORTA FUSIVEL -"
3715;74950932;"CORREIA FRISADA PARA MAQUINA DE FRANQUIA -"
3716;36500100;"LACRE -"
3717;84850337;"GRAVATA BM -"
3718;84850353;"CHAPEU FEMININO BM -"
3719;65170156;"FOLE P/VENTILADOR DO APARELHO DE ANESTESIA -"
3720;68500297;"RESINAS -"
3721;65200756;"PISTILO USO ODONTO -"
3722;66350832;"FONTE DE REFERENCIA -"
3723;65170598;"PERA PARA ECG -"
3724;68601441;"ERITROMICINA BASE -PARA TRANSFORMACAO -"
3725;65154754;"CAGE GAIOLA -"
3726;37400029;"BOMBA POLVILHADEIRA -"
3727;37751492;"BIELA PARA EQUIPAMENTOS DE UBV -"
3728;10101403;"IMPULSOR DA CARABINA -"
3729;10101489;"PARAFUSO DA BRACADEIRA POSTERIOR DA CARABINA -"
3730;68600372;"ESSENCIA DE MORANGO - PARA TRANSFORMACAO -"
3731;66350450;"CILINDRO P/ENSAIO DE COMPACTACAO PROCTOR NORMAL -"
3732;68202725;"ACIDO ABIETICO -"
3733;16650115;"PRENDEDOR PARA AERONAVES -"
3734;68600216;"DIAZEPAN -"
3735;10102043;"CORONHA DA CARABINA -"
3736;68601050;"DIGOXINA - PARA TRANSFORMACAO -"
3737;34170022;"FRESADORA UNIVERSAL -"
3738;10101578;"PERCUSSOR PARA ARMAS DE FOGO -"
3739;98100335;"PO TRACADO - OBRAS -"
3740;68100213;"CULTURA AUTOMATIZADA PARA MICOBACTERIAS -"
3741;68100337;"PENTAFLUORPROPIONICO -"
3742;10102124;"PARAFUSO REGULADOR DO RETEM DO TAMBOR-"
3743;65250559;"LENCOL DE CHUMBO -"
3744;68103212;"BASE AGAR GC -"
3745;10102566;"TRAVA DO EMBOLO DO BUJAO DE DEPOSITO"
3746;68103590;"PANCREATINA -"
3747;64750108;"CLOXAZOLAM -"
3748;68100809;"IODETO DE POTASSIO -"
3749;81050232;"MALOTE DE CORRESPONDENCIA -"
3750;98150146;"PEDRA DE REVESTIMENTO - OBRAS -"
3751;10103481;"ESFERA PARA ARMAS DE FOGO -"
3752;66300681;"DENSIMETRO (CONSUMO) -"
3753;66411300;"CARRO PARA PREPARO DE PLACAS CROMATOGRAFICA -"
3754;98550330;"CHAVE DISJUNTORA - OBRAS -"
3755;68601387;"ERITROSINA -"
3756;68601301;"TRIETANOLAMINA - PARA TRANSFORMACAO -"
3757;68601280;"SALBUTAMOL SULFATO - PARA TRANSFORMACAO -"
3758;65320336;"GORRO USO MEDICO HOSPITALAR -"
3759;65154770;"FIXADOR EXTERNO DE FRATURA -"
3760;25102087;"CARENAGEM PARA MOTOCICLETA -"
3761;39300250;"BOMBA HIDRAULICA P/ VIATURAS MOV. MATERIAL -"
3762;16150163;"ANTENA PARA GPS DE AERONAVES -"
3763;10103040;"BUCHA DO CAO DA PISTOLA -"
3764;65180909;"CONCENTRADOR DE OXIGENIO -"
3765;25901125;"MACACO USO VEICULAR -"
3766;68600526;"CITRATO DE SODIO DIHIDRATADO - P/TRANSFORMACAO -"
3767;68600437;"FOSFATO DE CALCIO DIBASICO - P/TRANSFORMACAO -"
3768;68601409;"FENITOINA SODICA -"
3769;10103112;"GUIA DA MOLA DO CAO DA PISTOLA -"
3770;38070030;"BICO INJETOR PARA EQUIPAMENTOS DE ESTRADAS -"
3771;68600291;"METRONIDAZOL BENZOIL - PARA TRANSFORMACAO -"
3772;16450060;"PORTA FUSIVEL PARA AERONAVE -"
3773;10101691;"ALIMENTADOR DA CARABINA -"
3774;65202198;"TUBO PARA COLAGEM USO ODONTO -"
3775;64990427;"VACINA ANTI-RABICA, USO VETERINARIO -"
3776;68600950;"LACTOSE MONOHIDRATADA + CELULOSE -"
3777;68600941;"CIMETIDINA - PARA TRANSFORMACAO -"
3778;65172086;"ROSCAS PARA EQUIPAMENTOS MED./HOSPITALARES -"
3779;28150040;"RESERVATORIO DE EXPANSAO DE AGUA RADIADOR -"
3780;66380049;"SENSOR DE TEMPERATURA UMIDA P/CAMARA CLIMATICA -"
3781;68602030;"ACIDO SULFANILICO -"
3782;65221281;"ESTRANGULADOR PARA EQUIPAMENTOS ODONTO -"
3783;70451036;"SUPORTE P/PULSO COM TALA MAO ESQUERDA/DIREITA -"
3784;65270185;"EIXO PARA APARELHO DE RAIO-X -"
3785;69500282;"JOGOS TANGRAM, USO DIDATICO/PEDAGOGICO -"
3786;61450782;"CABO FLAT -"
3787;65190750;"CANULA P/IRRIGACAO/ASPIRACAO P/VIDEOLAPAROSCOPIA -"
3788;45100896;"PORTA GRELHA PARA INSTALACAO SANITARIA -"
3789;68103972;"KIT REAGENTES PARA LEISHMANIOSE CANINA -"
3790;89350057;"SOPA -"
3791;68500084;"ADITIVO PARA CONCRETO -"
3792;25200798;"ROLDANA DO PEDAL ACELERADOR VEICULAR -"
3793;65221346;"CONTACTOR PARA EQUIPAMENTOS ODONTO -"
3794;65170601;"GABINETE PARA OXIMETRO -"
3795;25101994;"CILINDRO DO SISTEMA DE ACIONAMENTO DO REGISTRO -"
3796;25102095;"MANETE MOTOCICLETA -"
3797;65203488;"CIMENTO CIRURGICO USO ODONTO -"
3798;58950036;"PRESSURIZADOR DE MICRO-ONDAS -"
3799;25401017;"SELIM PARA MOTOCICLETA -"
3800;42400090;"LENTES PARA EQUIPAMENTO DE SEGURANCA -"
3801;25330144;"PISTA DO RETENTOR DA RODA -"
3802;65203526;"PLACA LABIO-ATIVA ORTODONTICA -"
3803;68202776;"1-CLOROBUTANO -"
3804;25901109;"CAPA PINO-TRAVA USO MOTOCICLETA -"
3805;66320291;"ELETRODO DE PH -"
3806;84500093;"CALCA INFANTIL -"
3807;37100432;"ARRUADOR SOPRADOR -"
3808;25351443;"BOBINA PARA MOTOCICLETA -"
3809;72300035;"FERRAGENS E PERTENCES PARA CORTINAS -"
3810;37750534;"PLATINADO PARA MOTOR DE ROCADEIRA MECANICA -"
3811;71970223;"GAVETA -"
3812;36500267;"COPO MEDIDA PARA TAMPA DE MEDICAMENTO -"
3813;66401909;"CAIXA DE CONGELAMENTO -"
3814;66411483;"ESPECTRO-COLORIMETRO -"
3815;68600518;"DIETONOLAMINA - PARA TRANSFORMACAO -"
3816;64990435;"DOXAPRAM, USO VETERINARIO -"
3817;25200925;"PUNHO ACELERADOR MOTOCICLETA -"
3818;75301105;"ENVELOPE CONVITE -"
3819;65154460;"CLIPS PARA SELAGEM DE BOLSAS -"
3820;65172922;"INVERSOR PARA EQUIPAMENTOS MED./HOSP -"
3821;61450774;"CABO DE SINAL DE VIDEO E SOM -"
3822;68602260;"ALCOOL ISOPROPILICO (ISOPROPANOL) -"
3823;36050458;"PENEIRA CLASSIFICADORA DE FARINHA -"
3824;37750844;"ACUMULADOR DE PRESSAO PARA BOMBA COSTAL, MANUAL -"
3825;37750879;"AGITADOR PARA BOMBA COSTAL, MANUAL -"
3826;25351427;"PLATINADO PARA MOTOCICLETA -"
3827;68102275;"REAGENTE UREIA -"
3828;65200870;"CUNHA ODONTOLOGICA"
3829;65172035;"FLANGE PARA EQUIPAMENTOS MED./HOSPITALAR -"
3830;10102892;"MOLA DO PERCUSSOR DA PISTOLA -"
3831;74950371;"HASTE PARA DUPLICADOR DIGITAL -"
3832;25301314;"CARCACA DO HIDROVACUO SISTEMA DE FREIO VEICULAR -"
3833;68102119;"ANTIGENO BRUCELA -"
3834;68103158;"GLICINA P.A. -"
3835;80300022;"REVESTIMENTO ELASTOMERICO -"
3836;35950668;"SAPATA DE FREIO PARA EQUIPAMENTO LAVANDERIA IND. -"
3837;25350889;"VENTOINHA VEICULAR -"
3838;25102028;"GRADE PROTECAO VIDRO TRASEIRO CABINE VEICULAR -"
3839;68104413;"BATIMASTAT -"
3840;68500785;"GRAXA DE SILICONE -"
3841;68604963;"CLORETO DE BENZALCONIO -"
3842;68605005;"CLORIDRATO DE ACRIFLAVINA -"
3843;68603797;"HIDROXIPROPILMETILCELULOSE + ASSOCIACOES -"
3844;68200196;"CALDO VERMELHO FENOL -"
3845;36102075;"MECANISMO RODA LIVRE P/IMPRESSORA IND. GRAFICA -"
3846;64440117;"EZETIMIBA + ASSOCIACOES -"
3847;65210158;"VIBRADOR USO ODONTO -"
3848;38072599;"CONDUTOR CONJUNTO PARA EQUIPAMENTOS DE ESTRADAS -"
3849;68500246;"AGUA DESTILADA -"
3850;65202503;"CABO PARA ESPELHO PLASTICO USO ODONTO -"
3851;26400049;"TAMPA DO BICO DA CAMARA DE AR DE VEICULO -"
3852;68604319;"ACETATO DE HIDROCORTISONA - PARA TRANSFORMACAO -"
3853;59850094;"DIVISOR DE SINAL ANTENA VHF/UHF -"
3854;68201451;"CONTROLE POSITIVO HUMANO -"
3855;68100680;"AGAR SIM -"
3856;68604602;"ATENOLOL - PARA TRANSFORMACAO -"
3857;68604610;"AZITROMICINA DIHIDRATADA - P/TRANSFORMACAO -"
3858;68604653;"BESILATO DE ANLODIPINA - PARA TRANSFORMACAO-"
3859;70450625;"LUVA PROTETORA PARA DIGITADOR -"
3860;66402077;"JOGO DE CUBETAS COM PADROES DE TURBIDEZ -"
3861;65151445;"HEMOSTATICO DE CELULOSE -"
3862;66420628;"CUVETA -"
3863;65201795;"GODIVA USO ODONTO -"
3864;65200780;"PASTA PROFILATICA USO ODONTO -"
3865;68101074;"TRITON"
3866;66421810;"SUPORTE PARA EQUIPAMENTOS DE LABORATORIO -"
3867;65155211;"FIXADOR PARA TRAQUEOSTOMIA -"
3868;68604483;"ALENDRONATO DE SODIO - PARA TRANSFORMACAO -"
3869;68603380;"DISSULFETO DE CARBONO -"
3870;65155297;"CLIP NASAL PARA ESPIROMETRIA -"
3871;64990583;"COMPLEXO DEXTRANICO, USO VETERINARIO -"
3872;25100947;"MOLDURA VELOCIMETRO VEICULAR -"
3873;42100909;"PERA PARA EXTINTOR DE INCENDIO -"
3874;67500358;"KIT TONER LEITOR/COPIADOR MICROFILME/MICROFICHA-"
3875;68103271;"AGAR MICOSEL -"
3876;65320271;"PUNHO CIRURGICO -"
3877;68603460;"ETILENODIAMINA -"
3878;68603479;"ETILENOGLICOL -"
3879;68105347;"AMOXICILINA - PADRAO PRIMARIO -"
3880;68105371;"6-BENZILAMINOPURINA -"
3881;68105398;"ORNITINA -"
3882;68100825;"CALDO DE CMM -"
3883;68105860;"GUAIACOL -"
3884;37500139;"ASPERSOR PARA JARDINAGEM/AGRICULTURA -"
3885;68106718;"CP-101537 -"
3886;37200011;"ALFANJE -"
3887;65201906;"GAVETEIROS CLINICOS USO ODONTO -"
3888;77100670;"BLACK-BLACK -"
3889;68200862;"AZUL PURPURA DE BROMOCRESOL -"
3890;36950637;"MAQUINA DE FACETAMENTO DE GEMAS -"
3891;43400507;"VALVULA VENTOSA PARA MOTO-BOMBA -"
3892;68101376;"1,2,4 TRIAZOLE -"
3893;68607059;"UREIA - PARA TRANSFORMACAO -"
3894;68607237;"IBUPROFENO - PARA TRANSFORMACAO -"
3895;65155670;"BOLSA COLETORA DE FLUIDOS -"
3896;68201478;"CLORIDRATO DE TETRACICLINA -"
3897;65221923;"CABO COM GANCHO PARA LOCALIZADOR DE APICE -"
3898;68105290;"SOLUCAO LIMPEZA ANALISADOR -"
3899;49700820;"COMANDO DE AR PARA EQUIPAMENTOS MANUT/REPAROS -"
3900;65155882;"CARDIODESFIBRILADOR IMPLANTAVEL -"
3901;58350462;"TRANSCRITOR DE FITA"
3902;68605234;"CLORIDRATO DE METFORMINA -"
3903;59750944;"SUPORTE PARA BORNES -"
3904;87400138;"REGULADOR DE CRESCIMENTO -"
3905;36950122;"USINA DE ASFALTO -"
3906;67100031;"CAMERA DE VIDEO TAPE -"
3907;25301209;"CONEXAO DO SISTEMA DE FREIO VEICULAR -"
3908;39500098;"MONOVIA -"
3909;37700430;"ARREATAS PARA MONTARIA -"
3910;66750750;"CANETA CALIGRAFICA -"
3911;84850094;"DIVISA CBMMG -"
3912;68103930;"DIFENILAMINOSULFONATO DE BARIO -"
3913;68103700;"PROTEINA -"
3914;84150394;"PLACA REDUTORA DE IMPACTOS -"
3915;16800907;"ELEMENTO DO FILTRO DE COMBUSTIVEL PARA HELICOPTERO"
3916;25901087;"BAGAGEIRO PARA MOTOCICLETA -"
3917;47200049;"MANGUEIRA PARA VIDROS -"
3918;16801075;"BORRACHA DE VEDACAO DO TANQUE LH -"
3919;15600483;"TRUNNION DO TREM DE POUSO DO NARIZ -"
3920;65173783;"DISPARADOR PARA EQUIPAMENTOS MED./HOSP -"
3921;65171519;"AMORTECEDOR P/EQUIPAMENTOS MEDICO/HOSPITALAR -"
3922;16800940;"BUJAO BTA -"
3923;71150340;"POLTRONA PARA AUDITORIO -"
3924;35900156;"FUMIGADOR PARA APICULTURA (PERMANENTE) -"
3925;36500143;"CAPSULA PARA ACONDICIONAMENTO DE MEDICAMENTO -"
3926;52100278;"ESCALA GRADUADA DE PRECISAO -"
3927;64270122;"SUCRALFATO -"
3928;16801008;"PLAQUETA DE FIXACAO -"
3929;65181778;"PEAK FLOW -"
3930;37700499;"ENFORCADOR PARA CAES -"
3931;66401151;"TRIANGULO PARA CADINHO -"
3932;70250065;"ZIP DRIVE -"
3933;59450010;"VALVULA SOLENOIDE PARA MAQUINAS GRAFICAS -"
3934;66670020;"JUNTA PARA EXPLOSIMETRO -"
3935;25101080;"ESPACADOR PARA PINO TRAVA DA CABINE VEICULAR -"
3936;66320534;"HOLDER -"
3937;64630242;"VALSARTANA + ASSOCIACOES -"
3938;85300373;"NAVALHA PARA BARBEARIA"
3939;68109393;"MEIO OF -"
3940;68102810;"AGAR TSC -"
3941;68105126;"SULFATO DE CADMIO -"
3942;23600047;"CARRO ESCADA -"
3943;68400233;"SOLUCAO COMPATIVEL APARELHO COULTER -"
3944;66421608;"AGULHA PARA EQUIPAMENTOS DE LABORATORIO -"
3945;70350035;"APRESENTADOR MULTIMIDIA -"
3946;68103204;"BASE AGAR COLUMBIA -"
3947;44750374;"BOIA DE NIVEL -"
3948;70500070;"PLACA-MAE PARA COMPUTADOR -"
3949;16800958;"PLAQUETA PARA AERONAVE -"
3950;41300181;"COMPRESSOR PARA AR CONDICIONADO -"
3951;25970429;"BOTAO DE FIXACAO USO VEICULAR -"
3952;25601300;"GRADE DO RADIADOR AUTOMOTIVO -"
3953;10100059;"PINO DO PERCUTOR/ PERCUSSOR PARA REVOLVER"
3954;67300200;"CANETA LASER -"
3955;42101093;"BOMBA COSTAL PARA COMBATE A INCENDIO -"
3956;72900440;"SUPORTE GARRA BANDEJA PARA PRATELEIRA DE ACO -"
3957;68109539;"PACK DE NA/K/CL -"
3958;66400813;"TANQUE P/SISTEMA DE DESMINERALIZACAO DE AGUA -"
3959;71350101;"RACK PARA MICROCOMPUTADOR -(I)"
3960;62300032;"EXTENSAO ELETRICA -"
3961;45100250;"BRACO DE CHUVEIRO -"
3962;64982858;"LINAGLIPTINA -"
3963;68100299;"SULFATO DE ZINCO -"
3964;66850118;"TERMOMETRO COM MIRA LASER -"
3965;64990699;"FERRO ELEMENTAR DEXTRANICO, USO VETERINARIO -"
3966;37751328;"BLOQUEADOR DO PISTAO P/BOMBA COSTAL MOTORIZADA -"
3967;36500887;"MAQUINA DOSIFICADORA DE COMPRIMIDOS -"
3968;25990071;"FIXADOR PARA TINTA AUTOMOTIVA -"
3969;64990834;"ACIDO ASCORBICO, USO VETERINARIO -"
3970;51200252;"MACETE -"
3971;68500416;"ANTI-SECANTE PARA INDUSTRIA GRAFICA -"
3972;65221958;"KIT DE PONTAS PARA APARELHO DE ULTRA-SOM ODONTO -"
3973;66720125;"CUTELO PARA BALANCAS -"
3974;70100101;"CHAVEADOR/COMUTADOR -"
3975;84800771;"SHORT NATACAO PMMG -"
3976;65157320;"FITA PARA RECONSTRUCAO LIGAMENTAR -"
3977;65390016;"COMPONENTES,ACES.P/EQUIPAMENTO MEDICO-HOSPITALAR -"
3978;68108109;"HORMONIO VEGETAL -"
3979;64990974;"PROTEINA + MINERAIS, USO VETERINARIO -"
3980;52800016;"MIRA PARA INSPECAO E MEDICAO -"
3981;64981061;"ARNICA + ASSOCIACAO -"
3982;64750086;"CLORIDRATO DE BUSPIRONA -"
3983;74950835;"MOLAS PARA AUTO-ENVELOPADORA -"
3984;74950762;"BUCHA PARA AUTO-ENVELOPADORA -"
3985;74950754;"TAMBOR DE NYLON PARA AUTO-ENVELOPADORA -"
3986;74950797;"DISCO DE COLA PARA AUTO-ENVELOPADORA -"
3987;49250310;"CABECA PORTA DIE -"
3988;47300159;"CONECTOR -"
3989;36990884;"RECOLHEDOR P/EQUIPAMENTOS INDUSTRIA FARMACEUTICA -"
3990;71150250;"CONJUNTO ESCOLAR -"
3991;39300110;"CARRO HIDRAULICO PARA MOVIMENTACAO DE PALLETS -"
3992;68102542;"KIT PARA RUBEOLA -"
3993;36950475;"BOMBA SANITARIA -"
3994;68201281;"AGAR DICLORAN -"
3995;64620085;"MEXILETINA -"
3996;37100203;"DESPOLPADEIRA -"
3997;36990914;"AGITADOR P/COMPRESSORA ROTATIVA DE COMPRIMIDOS -"
3998;65173627;"FLANGE DA JARRA TERMICA DO VENTILADOR PULMONAR -"
3999;25602306;"GUIA DE VALVULA MOTOR DIESEL VEICULAR -"
4000;64890112;"NITRATO DE PRATA -"
4001;81350139;"PAPEL TRANSPARENTE PARA MAQUINA DOSIFICADORA -"
4002;47300140;"EXPANDIDOR -"
4003;64981436;"ACEBROFILINA -"
4004;84850043;"CAMISETA GOLA OLIMPICA CBMMG -"
4005;65181964;"BIPAP -"
4006;51200910;"ARREBITADOR -"
4007;36101770;"CATRACA PARA MAQUINAS INDUSTRIA GRAFICA -"
4008;68103565;"AGAR BAIRD-PARKER -"
4009;10104151;"BUJAO DO DEPOSITO DA ESPINGARDA"
4010;66402786;"CUBA PARA ESTERILIZACAO -"
4011;81050160;"SACO DE FIBRA SINTETICA -"
4012;66410789;"IMUNOANALISADOR -"
4013;65202953;"COPING DE IMPRESSAO PARA ABUTMENT ODONTO -"
4014;65171721;"PLACA DE CAUTERIO -"
4015;68200412;"TETRABORATO DE SODIO DECAHIDRATO P.A. -"
4016;69400016;"PAINEL SIMULADOR DE HIDRAULICA INDUSTRIAL -"
4017;79100090;"FLANGE PARA ENCERADEIRA INDUSTRIAL -"
4018;65171608;"DISJUNTOR PARA EQUIPAMENTOS MED./HOSP. -"
4019;65158610;"PLACA FISIOTERAPICA -"
4020;72900237;"PEGADOR DE SORVETE -"
4021;53150058;"TACHAS PARA CALCADOS -"
4022;83350039;"VIRA PARA CALCADOS -"
4023;64130495;"COLESTIMETATO SODICO -"
4024;66422272;"BASE PARA EQUIPAMENTOS DE LABORATORIO -"
4025;74950690;"PINO PARA MAQUINA REPROGRAFICA -"
4026;78300568;"CROSS OVER (APARELHO DE MUSCULACAO)-"
4027;78300576;"SIMULADOR DE CAMINHADA -"
4028;66500141;"FOTOMETRO -"
4029;65181999;"BOMBA DE SUBSTITUICAO RENAL CONTINUA -"
4030;67600751;"MONITOR DE VIDEO -"
4031;68103760;"SOLUCAO DE HIDROGENOFOSFATO DE AMONIO -"
4032;71100814;"MESA PARA ESCRITORIO -"
4033;73500070;"TULIPA -"
4034;48200123;"REGISTROS DE SEGURANCA -"
4035;71350225;"MESA PARA IMPRESSORA -"
4036;64982700;"CLORIDRATO DE DORZOLAMIDA -"
4037;95050035;"ARAME FARPADO -"
4038;35950803;"VALVULA P/MAQUINA LAVAR ROUPAS, INDUSTRIAL -"
4039;56800177;"MALHAS DE METAL EXPANDIDO -"
4040;59620471;"DETECTOR DE TOXICOS E BOMBAS"
4041;66300592;"CINTILADOR LIQUIDO -"
4042;25601423;"CANO BOMBA DAGUA AUTOMOTIVO -"
4043;64981428;"CROMOGLICATO DISSODICO -"
4044;67600298;"MALETA PARA EQUIPAMENTO FOTOGRAFICO -"
4045;93300077;"FOLHA BASE -"
4046;66500010;"CONTRASTE DE FASE PARA MICROCOPIO -"
4047;49100203;"BRUNIDORA HIDRAULICA DE CILINDROS -"
4048;66750660;"TRIPE PARA EQUIPAMENTOS TOPOGRAFICOS -"
4049;68607610;"ALQUIL BENZENO SULFANATO DE SODIO LINEAR -"
4050;32200072;"LIXADEIRA DE FITA SUPERIOR -"
4051;58100326;"AUDIOCONFERENCIA"
4052;70451338;"REFIL DE FITA PARA IMPRESSORA MATRICIAL -"
4053;36991210;"VARILLA PARA COMPRESSORA DE COMPRIMIDOS -"
4054;54500010;"BICICLETARIO -"
4055;34190201;"AFIADEIRA DE SERRA E FRESA"
4056;36050210;"FERMENTEIRA -"
4057;35300027;"MESA DE MODELAGEM PARA COSTURA -"
4058;39300455;"CABO DE VELA PARA VIATURAS MOV. MATERIAL -"
4059;39300471;"MANGUEIRA PARA VIATURAS MOV. MATERIAL -"
4060;58971424;"TUBO TERMOCONTRATIL PARA TELECOMUNICACOES"
4061;16801113;"SUPORTE PARA HELICOPTEROS -"
4062;71100903;"ARQUIVO PARA ESCRITORIO -"
4063;64860094;"TIOCOLCHICOSIDEO -"
4064;44750404;"BARRILETE DISTRIBUIDOR DE VAPOR PARA CALDEIRA -"
4065;70100047;"COPIADORA E IMPRESSORA -"
4066;66250668;"CAPACIMETRO -"
4067;58350470;"INJETOR DIRETO DE SOM"
4068;66750350;"JUJUBA -"
4069;68100248;"PROLINA -"
4070;25401076;"ENCERADO PARA CAPOTARIA -"
4071;42400937;"ANEL DE FITA DE SEGURANCA -"
4072;56100027;"ESCORIA -"
4073;49250159;"GAVETA PARA POLVORIMETRO -"
4074;49250167;"ALAVANCA GIRA-DISCO DA MAQ. DE MONTAR CARTUCHO -"
4075;71100997;"ARQUIVO DESLIZANTE -"
4076;66250161;"FREQUENCIMETRO DE BANCADA -"
4077;64680142;"DESLORATADINA -"
4078;64450481;"SUPLEMENTO ORAL HIPERCALORICO, NORMOPROTEICO -"
4079;16801237;"ROLETE PARA USO EM HELICOPTERO -"
4080;65180496;"SISTEMA DE MONITORIZACAO DE GLICEMIA -"
4081;66300266;"ANALISADOR DE CARBONO ORGANICO TOTAL (TOC) -"
4082;65310101;"ANILHA -"
4083;16801318;"CENTRAL DE ALARME PARA HELICOPTERO -"
4084;65181344;"ESCARRADEIRA -"
4085;65182324;"ORDENHADEIRA ELETRICA -"
4086;35900377;"CARRINHO PARA SALAO DE BELEZA -"
4087;64983714;"ICATIBANTO -"
4088;16801393;"CALCO PARA USO EM HELICOPTERO -"
4089;4020170;"INSTALACAO, MONTAGEM E CONFIGURACAO DE EQUIPAMENTOS DE TECNOLOGIA DE INFORMACAO -"
4090;71350250;"RACK PARA MICROCOMPUTADOR -"
4091;65180488;"MICROPROCESSADOR PARA TROCA DE FLUIDOS GASOSOS -"
4092;72900172;"FORMA PARA PRESUNTO -"
4093;66410673;"AQUECEDOR SANGUE/HEMODERIVADAS/SOLUCOES PARENTER.-"
4094;36050261;"CONJUNTO BARRAS MAGNETICAS PARA SALGA -"
4095;58200312;"INTERFACE P/ GERENCIAMENTO DE RADIO ENLACE"
4096;66500397;"MICROSCOPIO BIOLOGICO COM PROJECAO IMAGEM -"
4097;16250087;"SUPORTE DA ALAVANCA DE PASSO DA CTT -"
4098;34170014;"FRESADORA SUPERIOR COPIADORA -"
4099;66300851;"SISTEMA DE ESPECTROMETRIA DE MASSAS -"
4100;89650115;"GIM -"
4101;65181131;"CARRINHO PARA USO HOSPITALAR -"
4102;42100151;"CONJUNTO DE CORDAS DE NYLON PARA BAMBI BUCKET -"
4103;42100542;"PINO DE FIXACAO PARA AS HASTES DO BAMBI BUCKET -"
4104;64880150;"LICOR DE VILLATE -"
4105;66350212;"QUARTEADOR -"
4106;41601181;"TAMPA/PORTA PARA EQUIPAMENTO DE REFRIGERACAO -"
4107;38073641;"GAIOLA PARA EQUIPAMENTOS DE ESTRADAS -"
4108;36050318;"INCUBADOR PARA INDUSTRIA ALIMENTICIA -"
4109;64120171;"DEFERIPRONA -"
4110;70451362;"PINO PARA CARTUCHO DE IMPRESSORA -"
4111;43400540;"FILTRO SINTERIZADO -"
4112;36050245;"CONJUNTO PLACA PRE-PRENSAGEM PARA SALGA -"
4113;51800144;"CONJUNTO FERRAMENTAS PARA CARPINTEIRO -"
4114;68201745;"CALDO PURPURA BROMOCRESOL -"
4115;66410509;"MOINHO BOLAS -"
4116;66402166;"PROBE EQUIPAMENTO FLUORESCENCIA LUZ POLARIZADA -"
4117;16300068;"RAMPA DE INJECAO PARA AERONAVE -"
4118;65182898;"SISTEMA DE MARCAPASSO RESPIRATORIO -"
4119;77101227;"AMPLIFICADOR PARA INSTRUMENTOS MUSICAIS -"
4120;59750928;"TALA PARA PROTECAO DE LIGACAO ELETRICA -"
4121;74900056;"CHANCELA (MAQUINA DE IMPRESSAO A RELEVO)-"
4122;68501218;"TRIFLUOROMETANOSULFATO DE PRATA -"
4123;45100268;"MECANISMO DE VEDACAO PARA TORNEIRA -"
4124;59750910;"ROLDANA PARA USO ELETRICO -"
4125;76400085;"MAPA GEOPOLITICO DE MINAS GERAIS -"
4126;83150404;"ENTRETELA -"
4127;32350724;"PLACA PARA MOTOSSERRA -"
4128;49700057;"REGUA PARA MEDICAO DE TANQUE DE COMBUSTIVEL -"
4129;58971220;"BUZZER PARA CAMPAINHA EQUIPAMENTO TELEFONIA -"
4130;16801474;"CAPA PROTETORA PARA AERONAVES -"
4131;62500112;"PASTILHA/PLUG PISCA PISCA -"
4132;77101189;"ESTEIRINHA -"
4133;66350700;"APARELHO RETRORREFLETOMETRO -"
4134;36102466;"MICRO-MOTOR PARA MAQUINAS GRAFICAS -"
4135;25970739;"COXIM PARA USO EM MOTOCICLETA -"
4136;66420873;"REGULADOR PARA EQUIPAMENTOS DE LABORATORIO -"
4137;70100098;"SERVIDOR DE IMPRESSAO -"
4138;84050365;"BALACLAVA -"
4139;73300683;"PEGADOR UNIVERSAL -"
4140;41600878;"NUCLEO DE CARVAO ATIVADO -"
4141;66750423;"CONJUNTO DE CINTEIS -"
4142;42400295;"PROTETOR AURICULAR -"
